"TMHMM","TMHMM_desc","sam_freq","back_freq","n_TMHMM_DEG","n_DEG","n_TMHMM","n_all_genes","pVal","adj_pVal","gene_name"
"no_annot","no_annot",0.03101,0.09419,16,516,1301,13813,7.66207782518296e-09,1.91551945629574e-07,"LOC105248593, LOC105252035, LOC105254029, LOC105254555, LOC105255478, LOC105256062, LOC105257810, LOC105259265, LOC109609957, LOC109610215, LOC109610242, LOC109610250, LOC112637603, LOC112638016, LOC112638966, LOC112638994"
